strat_0,strat_1,strat_2,strat_3,strat_4,strat_5,strat_6,strat_7,strat_8,strat_9,strat_10,strat_11,strat_12,strat_13,strat_14,strat_15,strat_16,strat_17,strat_18,strat_19,strat_20,strat_21,strat_22,strat_23,strat_24,strat_25,strat_26,strat_27,strat_28,strat_29
,,,,,,,,,,,0.05181974560550487,,,,,-1.216099978841189,,,,,,,,,,,,-1.1911663108674349,
-1.0451043584904727,,,,,10.139779655078218,1.4817732800869874,,1.2987743053067833,,,0.9292418346121744,,,,-3.467194550382759,1.3447208895902074,-0.17551376051051326,,,,-0.8273351229032672,,,,-0.9616591506237867,0.04323590494267865,,1.1088736538888537,
-0.22926706082168613,,,,,10.109780434763211,0.7319164000867556,,1.7487479251739098,,,-0.6097104804917091,,,,-1.7090051718277723,0.6815869159720638,-0.23508167978771127,-1.2712627090050126,,,-0.12156999421912804,,0.27279908688264515,,0.29625831910204514,2.11671792462339,0.8555716595399693,-0.3812890999556322,-0.3853487211272033
-0.33247534288317243,,-0.056052259893401624,,,9.961956103627136,-0.5574183403789421,-0.24694038368554327,0.043788706129643806,,,-2.320588340424861,,,,0.5064702477503226,-0.4039062234138874,0.24947374962165308,-0.1514170757155795,-0.25362436637304886,,-1.0027909139393303,-0.13861260450766877,-2.054721414989835,,-0.9020213242731278,-0.7622253147641775,-0.5064832240413997,-0.02199415912687444,-2.8793500988233056
-0.8274464877009828,,-0.3490306779625095,,,9.964834269379011,-1.1777768134329731,-0.7951780656007463,-1.1051119816587394,,,-1.9981843758550755,,,,0.37053708869622554,-0.8132839082367942,0.1435592074141918,0.3918803727705687,-0.8881269139317848,,0.23368210932486583,-0.8191305877567115,-2.253447512943409,,0.40745027219944135,-1.102611287279231,-1.0189385715647925,-1.6749984995386473,-1.0836737369733718
0.15485337519386422,,-0.45148060402722057,,,9.900312163300308,1.9928068880356467,-0.7326707179850158,0.5919561423448936,-0.43745638944556253,0.749186743907725,-0.24115881688817126,,,1.1222835241660156,-0.6651197538775512,0.6175109239566045,0.8841118787190021,0.04047286096618946,-0.8288545019466413,-0.18958921157146957,0.015713525121487215,0.22041534486550707,1.1458481809164751,,0.14893180496625896,1.16444866200629,0.7727865167582143,-0.48290962352977657,-0.2428330473507645
-0.19732751638471968,,-0.02278587154097523,,,9.904031986962828,-0.7004419039188047,-0.15674048951471486,-0.6629562670087735,0.074376278352742,-0.7030411526307445,-1.6128139006614763,,,0.6119851962320498,0.5399923009411598,0.08224711744422267,0.8183638439328956,0.4463212771872256,0.0850564227430729,0.5998079732101849,0.9380285125779175,-0.721552148609526,-1.959523786988664,,0.8471431543094952,1.6529141632098008,0.10293017951517625,-0.5240036947449283,0.08988054671030321
-1.1787720556828196,,0.4200698509282698,,,9.624682056799163,-1.0485528642489261,-0.7726648348121457,-2.6211402077433164,0.39067042065064816,2.496451494900087,0.18152974222175522,,,0.7207904590880057,0.656480795435848,-0.5117633778894847,1.1252159012677765,1.8705285784535846,-1.4117738800137767,1.990066103113423,-0.061221913763884445,-2.4982498946509692,0.18454144064729272,,-0.29421590355402893,-2.2247076403615913,-0.6403249427009456,-0.5631984743973021,-0.2737654052034545
0.024773936134629554,,0.3446410897425283,,,9.933107664943805,0.581368679211054,-0.4526854265495527,-0.13336484425464434,-0.9220391711204647,-0.6393783270347074,-0.2305594436184925,,,0.4634059890526601,0.13357398696662823,0.19724452979469037,0.047331590652206657,0.3926401445310567,-0.7677783890720458,0.3315298190891437,0.4465311951169537,-0.28546672230511316,-0.23406683830524427,,0.32749386742136866,-0.37635583395386124,0.24626669797234607,-0.7279084056120114,0.2605973794887858
-1.3351985997622458,,-0.2803814026506315,,,10.407050071126006,0.7337044092599642,0.19819542556581415,3.222646603913903,0.4475589267965976,-0.7160887428278928,-1.5163128772287082,,,-0.6693152867360201,-0.21203260178274855,-2.894084314204169,-0.1224602449558508,-2.3014848871698517,0.37859924119249166,-2.20114539535843,0.37741267036260584,2.2755292384713863,-1.2155940467788575,,0.8366223001115238,1.328576475780455,-3.6134367941784067,-1.5391022312916065,-1.3262422682684403
