strat_0,strat_1,strat_2,strat_3,strat_4,strat_5,strat_6,strat_7,strat_8,strat_9,strat_10,strat_11,strat_12,strat_13,strat_14,strat_15,strat_16,strat_17,strat_18,strat_19,strat_20,strat_21,strat_22
,,,,,,,,,,,0.05181974560550487,,,,,-1.216099978841189,,,,,,
-1.0451043584904727,,,,,0.13977965507821846,1.4817732800869874,,1.2987743053067833,,,0.9292418346121744,,,,-3.467194550382759,1.3447208895902074,-0.17551376051051326,,,,-0.8273351229032672,
-0.22926706082168613,,,,,0.10978043476321174,0.7319164000867556,,1.7487479251739098,,,-0.6097104804917091,,,,-1.7090051718277723,0.6815869159720638,-0.23508167978771127,-1.2712627090050126,,,-0.12156999421912804,
-0.33247534288317243,,-0.056052259893401624,,,-0.0380438963728638,-0.5574183403789421,-0.24694038368554327,0.043788706129643806,,,-2.320588340424861,,,,0.5064702477503226,-0.4039062234138874,0.24947374962165308,-0.1514170757155795,-0.25362436637304886,,-1.0027909139393303,-0.13861260450766877
-0.8274464877009828,,-0.3490306779625095,,,-0.03516573062098955,-1.1777768134329731,-0.7951780656007463,-1.1051119816587394,,,-1.9981843758550755,,,,0.37053708869622554,-0.8132839082367942,0.1435592074141918,0.3918803727705687,-0.8881269139317848,,0.23368210932486583,-0.8191305877567115
0.15485337519386422,,-0.45148060402722057,,,-0.09968783669969221,1.9928068880356467,-0.7326707179850158,0.5919561423448936,-0.43745638944556253,0.749186743907725,-0.24115881688817126,,,1.1222835241660156,-0.6651197538775512,0.6175109239566045,0.8841118787190021,0.04047286096618946,-0.8288545019466413,-0.18958921157146957,0.015713525121487215,0.22041534486550707
-0.19732751638471968,,-0.02278587154097523,,,-0.09596801303717262,-0.7004419039188047,-0.15674048951471486,-0.6629562670087735,0.074376278352742,-0.7030411526307445,-1.6128139006614763,,,0.6119851962320498,0.5399923009411598,0.08224711744422267,0.8183638439328956,0.4463212771872256,0.0850564227430729,0.5998079732101849,0.9380285125779175,-0.721552148609526
-1.1787720556828196,,0.4200698509282698,,,-0.3753179432008381,-1.0485528642489261,-0.7726648348121457,-2.6211402077433164,0.39067042065064816,2.496451494900087,0.18152974222175522,,,0.7207904590880057,0.656480795435848,-0.5117633778894847,1.1252159012677765,1.8705285784535846,-1.4117738800137767,1.990066103113423,-0.061221913763884445,-2.4982498946509692
0.024773936134629554,,0.3446410897425283,,,-0.0668923350561953,0.581368679211054,-0.4526854265495527,-0.13336484425464434,-0.9220391711204647,-0.6393783270347074,-0.2305594436184925,,,0.4634059890526601,0.13357398696662823,0.19724452979469037,0.047331590652206657,0.3926401445310567,-0.7677783890720458,0.3315298190891437,0.4465311951169537,-0.28546672230511316
-1.3351985997622458,,-0.2803814026506315,,,0.4070500711260071,0.7337044092599642,0.19819542556581415,3.222646603913903,0.4475589267965976,-0.7160887428278928,-1.5163128772287082,,,-0.6693152867360201,-0.21203260178274855,-2.894084314204169,-0.1224602449558508,-2.3014848871698517,0.37859924119249166,-2.20114539535843,0.37741267036260584,2.2755292384713863
0.944593281849327,,0.7494082031910086,,,-0.4524529984318616,-0.7661112762476375,-0.8103108620526367,-2.6542430406471786,0.5796514908690722,3.881218018483004,-0.7128384084112764,,,-0.5114582062999862,-0.1289994489635152,0.43126965003308043,0.666303652859152,1.5106705793553885,-2.034074008365065,0.9939208932331821,0.7873280627087349,-1.0690784309755552
-0.11418791926128641,,0.1393912650060689,,,0.003579181661831507,-0.44126175322947936,0.14348310609694281,-0.22425245642798314,0.19952399668414883,-0.7392579109140589,-0.044420837447760014,,,0.42597489822917023,0.03329322533097382,-0.6418221009881336,-0.17685542549768693,0.06927201102239676,-0.26287087908323076,0.2072589288156093,0.4511213169678742,-0.3954864686181658
-0.7269171765788562,,-0.22326683866516273,,,0.29243970956616583,-0.26844207088818267,-0.45883862832986194,1.8077416150797148,0.1707039107649866,-1.3911966635468282,-4.3508915966453845,,,0.2484065894131665,-0.01029117757112096,-2.130416965790619,-2.6893726486520824,-1.4941264673557761,-0.5419473318702714,-1.1831118682709136,-0.13978947264987163,0.8956782141248212
0.20134131128389438,,0.5903175197446929,,,-0.09029156766270333,-0.3641937665066346,-0.04754716164970568,-0.6194860312998102,-0.4940089717830654,0.3775395507180451,-0.405171419653756,,,0.14339999276411833,0.007366803050894231,0.007353711649162223,0.3385243052976956,0.360812358522253,-0.3142714256194927,0.3836391729513352,1.1571684942564786,-0.343916328541112
-0.18196449627519645,,-0.17470926531303357,,,-0.13991397958092056,-0.8125134666129611,-0.08867266525992393,-0.9300376385261654,-0.4930178266180112,0.060924845500445385,-0.4464399157532301,,,0.30004296001271097,0.007952120469990448,-0.7377427743792837,0.05380643084859055,0.4400919560422293,0.014972066672273188,0.48202652259766765,0.22628595575174973,-0.5386250179587447
-0.20426925478318125,,1.1347053616802592,,,-0.3738008188105253,-0.36517353877428754,-0.4096306975034623,-2.6106609193266275,-0.16832475210498085,0.14842214934570538,-0.05335394859465831,,,1.3847744597203797,0.03981322849153362,0.5625000240749904,0.18234384962715072,2.1018937488798612,-1.5594196235933968,1.9078846142203754,-0.8927585650494787,-1.8219195047901322
0.13492058741729512,,-0.05273547328547858,,,0.0837801465787264,-1.3365917503331315,0.5812199237310225,-0.3335635767540443,0.04753031442345592,-1.2746167788382623,0.005359537475559395,,,0.8210446699475362,0.11036525220603652,-0.6264789178396214,-0.4607686952781094,0.3188302409440095,0.8750484437928296,0.5307062861821741,0.23177305395821948,-1.2533628608779717
-0.7561386859488759,,0.8869694362279845,,,0.14360824457480859,-0.3327189992913969,-1.3792467868898473,0.9221946445028965,0.7022528128969647,0.48615872888470724,-0.2911024534336001,,,-0.8925190449311973,0.02487223604166101,-1.1176027306715528,0.06691603832830294,-0.7279833255348047,-2.810642429306009,-0.7879629160274736,1.6763130880324897,0.28184362946344343
1.9456618858857209,,0.14837543251460816,,,-0.2422192541502921,-3.2050489130708444,-0.8903059792248702,-3.1761376338459466,1.1647214229926979,0.3717981397206532,-0.6546676708341677,,,2.5390172009637113,0.007247341967238203,0.02747528286027273,0.02567625376876609,1.5239129106521703,-1.3944510646307977,2.150020142514771,0.7975061076325649,-2.1053419690984763
-0.8260006855515538,,-0.3468328871093369,,,-0.17191875266975623,-0.2449947284648839,-0.12485609711871269,0.39551677335512064,0.17240136033329934,1.5950267332560821,-0.6820293750679307,,,0.16705454085151797,-0.0655439142792066,-0.1477433247484658,0.6683592542634131,-1.1284723199341447,-0.24434762529189485,-0.8836614090356387,0.15950796566957104,1.353795097067119
0.9683070421691682,,-0.29589946528205463,,,-0.21217965240392386,0.28640877821038535,0.20248357271764716,-0.8109112426439671,-0.15778845101102895,0.33821887477876034,-0.008411743800405304,,,1.828703540504662,-0.04348793388441884,1.136298203046235,0.21414204376492255,0.2534874594649257,0.3838177920379068,0.12236321978533915,-0.7542227974409375,0.029719776750444016
-1.7045382161771634,,0.6166964455154299,,,0.11067190000237408,-0.8669563270747431,0.4496456578170462,1.0493959464580191,0.5575789272485151,-0.5540170589283742,0.3878684767074913,,,-1.5117426185290244,0.030770872253470836,-0.5560257759266349,-0.13496032343556236,-0.8090449170694374,0.05076725635441498,-0.3974134677728859,0.09545373317902134,-0.07023370019621167
